id,name,artists,instruments,speechiness,instrumentalness,key,mode,tempo,loudness,theme,chords_1,chords_2,chords_1_numeric,chords_2_numeric,normal_chords_1_numeric,normal_chords_2_numeric,diff_chords_1_numeric,diff_chords_2_numeric
5SwgE4wA0P7f6AEz2UQMB2,Uncle Albert / Admiral Halsey - Medley / 2012 Remaster,"Paul McCartney, Linda McCartney","['piano', 'guitar']",0.0325,0.0201,7,1,91.786,-9.805,"The song ""Uncle Albert / Admiral Halsey"" explores themes of whimsical nostalgia and the passage of time, blending a sense of longing with playful storytelling. It captures the joy and absurdity of everyday life through its vivid imagery and shifting musical sections.","['C', 'G', 'Am', 'F']","['C', 'E7', 'Am', 'F']","[0, 7, 21, 5]","[0, 4, 21, 5]","[-7, 0, 14, -2]","[-7, -3, 14, -2]","[7, 14, -16]","[4, 17, -16]"
2B4Y9u4ERAFiMo13XPJyGP,"Here, There And Everywhere - Remastered 2009",The Beatles,"['acoustic guitar', 'electric guitar']",0.0383,0.00565,7,1,165.361,-12.125,"The theme of ""Here, There and Everywhere"" revolves around the profound emotions of love and devotion, highlighting the beauty of being present for someone you cherish. The lyrics convey a sense of longing and appreciation for the moments shared together, capturing the essence of an enduring romantic connection.","['C', 'G', 'A', 'F']","['C', 'G', 'E', 'F']","[0, 7, 9, 5]","[0, 7, 4, 5]","[-7, 0, 2, -2]","[-7, 0, -3, -2]","[7, 2, -4]","[7, -3, 1]"
49MHCPzvMLXhRjDantBMVH,Just the Way You Are,Billy Joel,"['piano', 'saxophone']",0.0397,2.54e-05,7,1,139.148,-8.912,"Don't go changing, to try and please me You never let me down before Don't imagine you're too familiar And I don't see you anymore","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-7, 0, 14, -2]","[-7, 0, -2, -7]","[7, 14, -16]","[7, -2, -5]"
14lDO5V0Ay0h1t8QTpbfi1,Sandman,America,"['guitar', 'tambourine']",0.0375,3.29e-05,9,0,75.824,-12.074,Ain't it foggy outside  All the planes have been grounded  Ain't the fire inside?  Let's all go stand around it ,"['D', 'A', 'Bm', 'G']","['D', 'A', 'G', 'A']","[2, 9, 23, 7]","[2, 9, 7, 9]","[-7, 0, 14, -2]","[-7, 0, -2, 0]","[7, 14, -16]","[7, -2, 2]"
3nJSydoaBqypzBtRcPcEWX,Suzanne,Leonard Cohen,"['guitar', 'cello']",0.0411,0.000326,6,0,132.715,-19.79,Suzanne takes you down to her place near the river  You can hear the boats go by  You can spend the night beside her  And you know that she's half crazy ,"['C', 'E', 'Am', 'G']","['C', 'E', 'Am', 'G']","[0, 4, 21, 7]","[0, 4, 21, 7]","[-6, -2, 15, 1]","[-6, -2, 15, 1]","[4, 17, -14]","[4, 17, -14]"
2SxgYfCw1qEBEkYHWsHRP5,My Girl,The Mamas & The Papas,"['guitar', 'drums']",0.0257,1.49e-05,0,1,104.784,-8.005,"The theme of ""My Girl"" by The Mamas & The Papas revolves around the deep affection and joy the singer feels for the person they love. It captures a sense of nostalgia and longing, celebrating the warmth and happiness that love brings into their life.","['C', 'F', 'G', 'C']","['A', 'D', 'E', 'A']","[0, 5, 7, 0]","[9, 2, 4, 9]","[0, 5, 7, 0]","[9, 2, 4, 9]","[5, 2, -7]","[-7, 2, 5]"
7uEcCGtM1FBBGIhPozhJjv,Daydream Believer,The Monkees,"['guitar', 'banjo']",0.0304,0.0,7,1,125.683,-10.304,"Oh I could hide 'neath the wings of the bluebird as she sings  The six o'clock alarm would never ring  But it rings and I rise, wipe the sleep out of my eyes  My shaving razor's cold and it stings ","['G', 'C', 'D', 'G']","['G', 'C', 'D', 'G']","[7, 0, 2, 7]","[7, 0, 2, 7]","[0, -7, -5, 0]","[0, -7, -5, 0]","[-7, 2, 5]","[-7, 2, 5]"
4p9NsrEWOGReSmSzlx9X2g,Run That Body Down,Paul Simon,"['piano', 'guitar']",0.0387,0.0101,2,1,104.655,-15.051,"Went to my doctor yesterday A-a-a-a-ah, she said I seem to be O.K. A-a-a-a-ah, She said ""Paul, you better look around","['C', 'Am', 'F', 'G']","['C', 'Am', 'F', 'G']","[0, 21, 5, 7]","[0, 21, 5, 7]","[-2, 19, 3, 5]","[-2, 19, 3, 5]","[21, -16, 2]","[21, -16, 2]"
3vMfr8H7hGbOLoddLdCQU4,Time Of The Season,The Zombies,"['organ', 'drums']",0.0373,3.83e-06,4,0,117.067,-10.745,"The theme of ""Time of the Season"" by The Zombies revolves around love and the emotional awakening that comes with the changing of seasons, evoking a sense of nostalgia and longing. The lyrics reflect a desire for connection and understanding amidst the complexities of relationships and the passage of time.","['A', 'C#m', 'F#m', 'D']","['A', 'C#m', 'F#m', 'D']","[9, 13, 18, 2]","[9, 13, 18, 2]","[5, 9, 14, -2]","[5, 9, 14, -2]","[4, 5, -16]","[4, 5, -16]"
3KfbEIOC7YIv90FIfNSZpo,In My Life - Remastered 2009,The Beatles,"['piano', 'tambourine']",0.0323,0.0,9,1,103.239,-11.359,"The theme of ""In My Life"" revolves around nostalgia and the bittersweet reflections on love and memories throughout one's life. It conveys appreciation for both past experiences and the people who have shaped those moments, highlighting the enduring impact of significant relationships.","['A', 'B', 'D', 'C#']","['A', 'B', 'D', 'C#']","[9, 11, 2, 1]","[9, 11, 2, 1]","[0, 2, -7, -8]","[0, 2, -7, -8]","[2, -9, -1]","[2, -9, -1]"
27hhIs2fp6w06N5zx4Eaa5,Dream A Little Dream Of Me,The Mamas & The Papas,"['guitar', 'piano']",0.0519,1.5e-06,7,1,92.515,-13.138,"The theme of ""Dream A Little Dream Of Me"" revolves around longing and affection, expressing a desire for connection and warmth while being apart from a loved one. The lyrics evoke a sense of nostalgia and comfort, inviting the listener to dream of their beloved and cherish the moments they share.","['C', 'E7', 'A7', 'D7']","['G7', 'C', 'F', 'C']","[0, 4, 9, 2]","[7, 0, 5, 0]","[-7, -3, 2, -5]","[0, -7, -2, -7]","[4, 5, -7]","[-7, 5, -5]"
7bo2X63U1NpKYMXV1mZFkq,Wond'ring Aloud,Jethro Tull,"['flute', 'guitar']",0.0353,0.00502,10,1,148.295,-16.606,Wond'ring aloud  how we feel today.  Last night sipped the sunset  my hands in her hair. ,"['C', 'G', 'Am', 'F']","['C', 'G', 'Am', 'F']","[0, 7, 21, 5]","[0, 7, 21, 5]","[-10, -3, 11, -5]","[-10, -3, 11, -5]","[7, 14, -16]","[7, 14, -16]"
26QKxvjlCo2fSd3T4c8Zpb,Heart of Gold,Neil Young,"['guitar', 'harmonica']",0.0269,0.0546,4,0,171.402,-13.547,"I want to live, I want to give I've been a miner for a heart of gold It's these expressions I never give That keep me searchin' for a heart of gold","['C', 'G', 'Am', 'Em']","['C', 'G', 'Am', 'Em']","[0, 7, 21, 16]","[0, 7, 21, 16]","[-4, 3, 17, 12]","[-4, 3, 17, 12]","[7, 14, -5]","[7, 14, -5]"
7E6RJ05OosW2yd7mv3EwpN,"Bye, Bye Baby","Big Brother & The Holding Company, Janis Joplin","['electric guitar', 'bass guitar']",0.0366,0.126,0,1,105.753,-13.737,"""Bye, Bye Baby"" expresses themes of heartbreak and longing, capturing the emotional turmoil of a lost relationship. The lyrics convey a sense of resignation and sorrow as the narrator grapples with the pain of saying goodbye.","['C', 'G', 'C', 'F']","['C', 'G', 'C', 'F']","[0, 7, 0, 5]","[0, 7, 0, 5]","[0, 7, 0, 5]","[0, 7, 0, 5]","[7, -7, 5]","[7, -7, 5]"
6OWonlTNJpRwNRI6IYDY0a,World Of Pain,Cream,"['electric guitar', 'bass guitar']",0.0291,0.00164,2,1,106.92,-12.532,"Outside my window is a tree. Outside my window is a tree. There only for me. And it stands in the gray of the city,","['E', 'A', 'E', 'B']","['E', 'A', 'E', 'B']","[4, 9, 4, 11]","[4, 9, 4, 11]","[2, 7, 2, 9]","[2, 7, 2, 9]","[5, -5, 7]","[5, -5, 7]"
4RGxUjaCmVtD30pIhtEi7w,Sunshine Superman,Donovan,"['guitar', 'drum']",0.0299,9.72e-06,1,1,132.783,-7.239,Sunshine Superman Donovan Sunshine came softly through my a-window today Could've tripped out easy a-but I've a-changed my ways,"['D', 'A', 'Bmin', 'G']","['D', 'A', 'Bmin', 'G']","[2, 9, 11, 7]","[2, 9, 11, 7]","[1, 8, 10, 6]","[1, 8, 10, 6]","[7, 2, -4]","[7, 2, -4]"
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,"['guitar', 'drums']",0.0376,0.0,7,1,150.566,-10.964,"Hey, where did we go Days when the rains came ? Down in the hollow Playing a new game,","['G', 'C', 'G', 'D']","['G', 'C', 'G', 'D']","[7, 0, 7, 2]","[7, 0, 7, 2]","[0, -7, 0, -5]","[0, -7, 0, -5]","[-7, 7, -5]","[-7, 7, -5]"
0HZlND4giwzgolBpaNIRGV,"Aquarius/Let The Sunshine In (The Flesh Failures) - From the Musical ""Hair""",The 5th Dimension,"['piano', 'guitar']",0.0399,0.00152,7,1,118.225,-6.098,"The theme of ""Aquarius/Let the Sunshine In"" emphasizes the dawning of a new age characterized by peace, love, and harmony, reflecting a sense of hope and unity. It contrasts this ideal with the darkness and struggles of the current world, urging listeners to embrace positivity and change.","['A', 'F#m', 'D', 'E']","['A', 'F#m', 'D', 'E']","[9, 18, 2, 4]","[9, 18, 2, 4]","[2, 11, -5, -3]","[2, 11, -5, -3]","[9, -16, 2]","[9, -16, 2]"
5NXI6TWg0mQRmbGPHzkoHk,A Woman Left Lonely,Janis Joplin,"['piano', 'guitar']",0.0428,0.000593,10,1,149.63,-10.632,"A woman left lonely will soon grow tired of waiting, She'll do crazy things, yeah, on lonely occasions. A simple conversation for the new men now and again Makes a touchy situation when a good face come into your head.","['A', 'E', 'F#m', 'D']","['A', 'E', 'D', 'A']","[9, 4, 18, 2]","[9, 4, 2, 9]","[-1, -6, 8, -8]","[-1, -6, -8, -1]","[-5, 14, -16]","[-5, -2, 7]"
0VNzEY1G4GLqcNx5qaaTl6,Vincent,Don McLean,"['guitar', 'strings']",0.0368,5.3e-06,7,1,90.991,-19.387,"Starry, starry night Paint your palette blue and gray Look out on a summer's day With eyes that know the darkness in my soul...","['F', 'C', 'F', 'C']","['G', 'D', 'G', 'D']","[5, 0, 5, 0]","[7, 2, 7, 2]","[-2, -7, -2, -7]","[0, -5, 0, -5]","[-5, 5, -5]","[-5, 5, -5]"
5JG2UkenJbKghnQiX4b22m,Time,The Alan Parsons Project,"['synthesizer', 'drums']",0.0262,0.0195,5,0,141.963,-18.086,"Time, flowing like a river Time, beckoning me Who knows when we shall meet again If ever","['F#m', 'D', 'A', 'E']","['F#m', 'D', 'E', 'A']","[18, 2, 9, 4]","[18, 2, 4, 9]","[13, -3, 4, -1]","[13, -3, -1, 4]","[-16, 7, -5]","[-16, 2, 5]"
6RgRrgXZHDKLlXk0ltTUZs,Muskrat Love,"America, George Martin","['piano', 'synthesizer']",0.0297,0.00302,4,1,180.56,-16.477,"The theme of ""Muskrat Love"" by America revolves around a whimsical celebration of love through the quirky relationship between two muskrats, symbolizing affection and bliss found in simple pleasures. The lyrics convey a lighthearted, playful tone that highlights the charm of romance in nature.","['C', 'G', 'Am', 'F']","['C', 'G', 'Am', 'F']","[0, 7, 21, 5]","[0, 7, 21, 5]","[-4, 3, 17, 1]","[-4, 3, 17, 1]","[7, 14, -16]","[7, 14, -16]"
2SgNoPUi4SOUNmp2Y7SNQj,Duncan,Paul Simon,"['guitar', 'saxophone']",0.0347,9.2e-06,7,1,93.954,-13.692,Couple in the next room Bound to win a prize They've been goin' at it all night long  Well I'm tryin' to get some sleep,"['C', 'G', 'Am', 'F']","['F', 'C', 'G', 'C']","[0, 7, 21, 5]","[5, 0, 7, 0]","[-7, 0, 14, -2]","[-2, -7, 0, -7]","[7, 14, -16]","[-5, 7, -7]"
3B0ms7Xlxl16tRztKHpcu9,Summer Breeze,Seals and Crofts,"['acoustic guitar', 'flute']",0.0388,0.0177,5,1,88.718,-6.566,See the curtains hangin' in the window  In the evening on a friday night  A little light-a-shinin' through the window  Lets me know everything's all right ,"['D', 'Bmin', 'A', 'G']","['D', 'Bmin', 'A', 'G']","[2, 11, 9, 7]","[2, 11, 9, 7]","[-3, 6, 4, 2]","[-3, 6, 4, 2]","[9, -2, -2]","[9, -2, -2]"
5GjPQ0eI7AgmOnADn1EO6Q,Eleanor Rigby - Remastered 2009,The Beatles,"['string quartet', 'voice']",0.0381,1.56e-05,4,0,137.831,-9.091,"The theme of ""Eleanor Rigby"" revolves around loneliness and the isolation experienced by individuals in society. It poignantly highlights the unnoticed struggles of people, symbolized by the character of Eleanor Rigby and others, shedding light on the deep emotional connections that often go unacknowledged.","['Em', 'C', 'Em', 'D']","['Em', 'C', 'Em', 'D']","[16, 0, 16, 2]","[16, 0, 16, 2]","[12, -4, 12, -2]","[12, -4, 12, -2]","[-16, 16, -14]","[-16, 16, -14]"
505Pd7CPHoewIE3Io2EpWd,Catch the Wind,Donovan,"['guitar', 'harmonica']",0.0297,7.43e-06,3,1,173.377,-12.167,"The theme of ""Catch the Wind"" by Donovan revolves around longing and the ephemeral nature of love and freedom. The lyrics express a desire to grasp fleeting moments and experiences, emphasizing the connection between nature and emotions.","['G', 'C', 'D', 'G']","['D', 'A', 'G', 'D']","[7, 0, 2, 7]","[2, 9, 7, 2]","[4, -3, -1, 4]","[-1, 6, 4, -1]","[-7, 2, 5]","[7, -2, -5]"
1WttHhgIl0N0vXZYrOxF0C,My Melancholy Blues - Remastered 2011,Queen,"['piano', 'synthesizer']",0.0333,0.0,3,1,110.937,-14.369,"The theme of ""My Melancholy Blues"" revolves around the feelings of sadness and longing that arise from heartbreak and unfulfilled love. The lyrics convey a sense of vulnerability and introspection, capturing the emotional struggle of coping with loss while searching for solace in music and reflection.","['E', 'A', 'B', 'C#m']","['C#m', 'F#', 'B', 'A']","[4, 9, 11, 13]","[13, 6, 11, 9]","[1, 6, 8, 10]","[10, 3, 8, 6]","[5, 2, 2]","[-7, 5, -2]"
4GLX0kGODwKhFnFps21zx6,Till Tomorrow,Don McLean,"['guitar', 'piano']",0.0315,0.00127,3,1,92.693,-18.198,"What can this be, can you tell me? Would you like to discover why we're not free To be lovers I've been wanting to ask you","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-3, 4, 18, 2]","[-3, 4, 2, -3]","[7, 14, -16]","[7, -2, -5]"
1oP7k6VKHbbISKaPM5kDjx,Reflections of My Life,Marmalade,"['flute', 'strings']",0.0269,0.0354,7,1,92.683,-10.666,"The changing of sunlight to moonlight Reflections of my life, oh, how they fill my eyes The greetings of people in trouble Reflections of my life, oh, how they fill my mind","['G', 'C', 'D', 'G']","['G', 'C', 'D', 'Em']","[7, 0, 2, 7]","[7, 0, 2, 16]","[0, -7, -5, 0]","[0, -7, -5, 9]","[-7, 2, 5]","[-7, 2, 14]"
2LXISHBkx8FyoxCBkckh19,Do It Again,Steely Dan,"['guitar', 'piano']",0.032,9.5e-06,2,0,124.588,-15.18,In the mornin you go gunnin' For the man who stole your water  And you fire till he is done in  But they catch you at the border ,"['B7', 'E', 'A', 'F#']","['B7', 'E', 'A', 'F#']","[11, 4, 9, 6]","[11, 4, 9, 6]","[9, 2, 7, 4]","[9, 2, 7, 4]","[-7, 5, -3]","[-7, 5, -3]"
4bEb3KE4mSKlTFjtWJQBqO,Don't Stop - 2004 Remaster,Fleetwood Mac,"['piano', 'guitar']",0.0356,1.12e-05,9,1,118.745,-7.724,"The theme of ""Don't Stop"" by Fleetwood Mac revolves around hope and perseverance, encouraging listeners to look forward to the future instead of dwelling on the past. It embodies a sense of optimism and renewal, emphasizing the importance of moving on and embracing new beginnings.","['C', 'G', 'Am', 'F']","['C', 'G', 'Am', 'F']","[0, 7, 21, 5]","[0, 7, 21, 5]","[-9, -2, 12, -4]","[-9, -2, 12, -4]","[7, 14, -16]","[7, 14, -16]"
26uDUal1TkjwwOaQQt1Uwy,Tea For The Tillerman,Yusuf / Cat Stevens,"['guitar', 'piano']",0.108,1.2e-05,0,1,170.225,-16.963,"The theme of ""Tea for the Tillerman"" reflects a deep connection to nature, simplicity, and the search for meaning in life. The lyrics convey a sense of contemplation and introspection as they explore the relationship between the individual and the world around them, emphasizing the importance of mindfulness and appreciation for the small, everyday moments.","['C', 'G', 'Am', 'F']","['C', 'G', 'D', 'C']","[0, 7, 21, 5]","[0, 7, 2, 0]","[0, 7, 21, 5]","[0, 7, 2, 0]","[7, 14, -16]","[7, -5, -2]"
4ZoBC5MhSEzuknIgAkBaoT,My Life,Billy Joel,"['piano', 'synthesizer']",0.0427,0.00139,2,1,131.097,-12.878,"Got a call from an old friend We used to be real close Said he couldn't go on the American way Closed the shop, sold the house","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-2, 5, 19, 3]","[-2, 5, 3, -2]","[7, 14, -16]","[7, -2, -5]"
3gHFKiDanj4d2rqgHlRFFc,Hello It's Me,Todd Rundgren,"['piano', 'guitar']",0.0261,0.00426,5,1,87.246,-6.842,"Hello, it's me I've thought about us for a long, long time Maybe I think too much but something's wrong There's something here that doesn't last too long","['A', 'B', 'C#m', 'E']","['A', 'B', 'C#m', 'E']","[9, 11, 13, 4]","[9, 11, 13, 4]","[4, 6, 8, -1]","[4, 6, 8, -1]","[2, 2, -9]","[2, 2, -9]"
4frelkLhC4ATqJH9VGJztu,Spirits In The Material World,The Police,"['bass guitar', 'drums']",0.058,0.016,9,0,141.551,-7.859,There is no political solution To our troubled evolution Have no faith in constitution There is no bloody revolution,"['D', 'A', 'G', 'D']","['D', 'A', 'G', 'D']","[2, 9, 7, 2]","[2, 9, 7, 2]","[-7, 0, -2, -7]","[-7, 0, -2, -7]","[7, -2, -5]","[7, -2, -5]"
3kcaix8VptngsWoYDTqEN2,The Story In Your Eyes,The Moody Blues,"['piano', 'electric guitar']",0.0372,0.491,7,1,85.725,-9.831,"The theme of ""The Story In Your Eyes"" revolves around the deep emotional connection and understanding that can be conveyed through one's expressions and experiences. It reflects on the longing for genuine communication and the desire to uncover the truths hidden within another person's heart.","['C', 'G', 'Am', 'F']","['D', 'A', 'Bm', 'G']","[0, 7, 21, 5]","[2, 9, 23, 7]","[-7, 0, 14, -2]","[-5, 2, 16, 0]","[7, 14, -16]","[7, 14, -16]"
7gaHuCPO76zceg54cJNalE,The Needle and the Damage Done,Neil Young,"['piano', 'guitar']",0.0398,0.000533,7,1,105.489,-21.562,"I caught you knockin' at my cellar door I love you, baby, can I have some more","['Em', 'G', 'D', 'A']","['Em', 'G', 'D', 'A']","[16, 7, 2, 9]","[16, 7, 2, 9]","[9, 0, -5, 2]","[9, 0, -5, 2]","[-9, -5, 7]","[-9, -5, 7]"
54xbcKFYv2PC6ujERHppRj,The Stranger,Billy Joel,"['piano', 'synthesizer']",0.0837,7.64e-06,4,0,91.881,-6.987,Well we all have a face That we hide away forever And we take them out and show ourselves When everyone has gone,"['C', 'G', 'Am', 'F']","['C', 'G', 'C', 'F']","[0, 7, 21, 5]","[0, 7, 0, 5]","[-4, 3, 17, 1]","[-4, 3, -4, 1]","[7, 14, -16]","[7, -7, 5]"
2EJo2k8xmQsA3E5VwTta7I,1921,The Who,"['piano', 'organ']",0.0335,0.0,0,0,78.469,-9.676,{Lover:} I've got a feeling twenty one Is going to be a good year. Especially if you and me,"['D', 'A', 'G', 'D']","['D', 'A', 'G', 'A']","[2, 9, 7, 2]","[2, 9, 7, 9]","[2, 9, 7, 2]","[2, 9, 7, 9]","[7, -2, -5]","[7, -2, 2]"
1HDEGweBDR6zxAGToRXKea,Miles From Nowhere,Yusuf / Cat Stevens,"['acoustic guitar', 'tambourine']",0.043,1.39e-05,2,1,162.102,-11.392,"The theme of ""Miles From Nowhere"" by Yusuf / Cat Stevens revolves around feelings of isolation and the search for meaning in life. The lyrics reflect a sense of introspection, highlighting the journey of self-discovery amidst the uncertainties and distances one faces.","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-2, 5, 19, 3]","[-2, 5, 3, -2]","[7, 14, -16]","[7, -2, -5]"
2anPa0qaFG1Nf0swkpfOQd,After the Gold Rush,Neil Young,"['piano', 'string instruments']",0.0331,2.13e-06,7,1,98.062,-12.894,"AFTER THE GOLD RUSH Well, I dreamed I saw the knights In armor coming, Saying something about a queen.","['C', 'G', 'Am', 'E']","['C', 'G', 'F', 'C']","[0, 7, 21, 4]","[0, 7, 5, 0]","[-7, 0, 14, -3]","[-7, 0, -2, -7]","[7, 14, -17]","[7, -2, -5]"
4uTTd2SlalZoG0zVgI63kH,Tin Man,America,"['piano', 'guitar']",0.0671,0.0133,7,1,172.02,-10.785,Sometimes late when things are real  And people share the gift of gab between themselves  Some are quick to take the bait  And catch the perfect prize that waits among the shelves ,"['D', 'A', 'Bm', 'G']","['D', 'A', 'G', 'D']","[2, 9, 23, 7]","[2, 9, 7, 2]","[-5, 2, 16, 0]","[-5, 2, 0, -5]","[7, 14, -16]","[7, -2, -5]"
6yjKlmm7vOszkXEUku1EM1,New York State of Mind,Billy Joel,"['piano', 'saxophone']",0.0347,4.05e-05,0,1,121.289,-9.473,Some folks like to get away Take a holiday from the neighborhood Hop a flight to Miami Beach Or to Hollywood,"['B', 'D#m', 'G#m', 'F#']","['B', 'D#m', 'G#m', 'E']","[11, 15, 20, 6]","[11, 15, 20, 4]","[11, 15, 20, 6]","[11, 15, 20, 4]","[4, 5, -14]","[4, 5, -16]"
2BvBu3ZlWshJrmiQKm3Iir,Algo Contigo,Rosario,"['piano', 'guitar']",0.165,0.0,1,0,96.145,-5.54,"The theme of ""Algo Contigo"" by Rosario revolves around the deep emotional connection and longing for intimacy with a loved one. The lyrics express a desire for companionship and the profound impact of love on one's life, highlighting the beauty and complexity of relationships.","['C', 'Am', 'F', 'G']","['C', 'G', 'Am', 'F']","[0, 21, 5, 7]","[0, 7, 21, 5]","[-1, 20, 4, 6]","[-1, 6, 20, 4]","[21, -16, 2]","[7, 14, -16]"
4jhyxXSs9e7bmTMOn3txCj,Perdonarme (feat. Taburete),"Café Quijano, Taburete","['guitar', 'piano']",0.122,0.0,4,1,96.099,-4.455,"The theme of ""Perdonarme"" revolves around longing, regret, and the desire for forgiveness in a troubled relationship. The lyrics express an emotional plea for reconciliation and understanding after mistakes have been made, highlighting the complexities of love and the pain of separation.","['G', 'D', 'Em', 'C']","['C', 'G', 'Am', 'D']","[7, 2, 16, 0]","[0, 7, 21, 2]","[3, -2, 12, -4]","[-4, 3, 17, -2]","[-5, 14, -16]","[7, 14, -19]"
4ThqA3auf2mTwQqe6ynlsd,El Viaje,Antonio Orozco,"['guitar', 'piano']",0.0345,0.0,1,0,97.031,-5.156,"Llevo la vida planeando este viaje voy sin maletas llevaré mi corazón, sin diccionarios voy cargado de caricias por los senderos del sentir y del amor.","['C', 'G', 'Am', 'F']","['F', 'C', 'G', 'Am']","[0, 7, 21, 5]","[5, 0, 7, 21]","[-1, 6, 20, 4]","[4, -1, 6, 20]","[7, 14, -16]","[-5, 7, 14]"
78G3UGgh6rRJDqwq6wdQmT,Si No Te Hubieras Ido,"David Bisbal, Juan Luis Guerra 4.40","['guitar', 'keyboard']",0.0238,7.3e-05,0,1,94.99,-7.568,"The theme of ""Si No Te Hubieras Ido"" revolves around the profound longing and heartbreak experienced after a loved one departs, reflecting on the what-ifs and missed moments that haunt the narrator. The song captures the deep emotional impact of loss and the desire for a second chance, emphasizing the enduring connection despite physical absence.","['C', 'G', 'Am', 'F']","['F', 'C', 'G', 'Am']","[0, 7, 21, 5]","[5, 0, 7, 21]","[0, 7, 21, 5]","[5, 0, 7, 21]","[7, 14, -16]","[-5, 7, 14]"
0qO4GfXADY9QfgcgtrasT9,Hoy Tengo Ganas De Ti,"Alejandro Fernández, Christina Aguilera","['piano', 'guitar']",0.0392,0.0,3,0,124.133,-6.374,"The theme of ""Hoy Tengo Ganas De Ti"" centers around longing and desire, expressing a deep yearning for a lost love and the intense emotions associated with missing someone deeply. The lyrics convey a heartfelt vulnerability, highlighting the hope of rekindling passion and intimacy with that person once again.","['Am', 'F', 'C', 'G']","['Dm', 'G', 'C', 'E7']","[21, 5, 0, 7]","[14, 7, 0, 4]","[18, 2, -3, 4]","[11, 4, -3, 1]","[-16, -5, 7]","[-7, -7, 4]"
5EhzE6HJaCcLFrf5rPqvpk,Mientes,Camila,"['guitar', 'synthesizer']",0.0371,0.0,1,1,170.39,-6.127,"Tú Llegaste a mi vida para enseñarme, tú, supiste encenderme y luego apagarme, tú, te hiciste indispensable para mi y... y... Y con los ojos cerrados te seguí,","['A', 'E', 'F#m', 'D']","['A', 'E', 'D', 'A']","[9, 4, 18, 2]","[9, 4, 2, 9]","[8, 3, 17, 1]","[8, 3, 1, 8]","[-5, 14, -16]","[-5, -2, 7]"
48eeeHvDzNvtJiQh5XDs2N,Inventas,Vanesa Martín,"['piano', 'guitar']",0.0833,0.0,8,1,172.192,-7.189,De todas las mujeres que habitan en mí juro que hay algunas que yo ni conozco. Inevitablemente ya me acostumbré a dejarle a la izquierda lo que no controlo.,"['C', 'G', 'Am', 'F']","['F', 'C', 'G', 'Am']","[0, 7, 21, 5]","[5, 0, 7, 21]","[-8, -1, 13, -3]","[-3, -8, -1, 13]","[7, 14, -16]","[-5, 7, 14]"
0dgwWXkfcWyB2a2qTgEc0F,Verano Azul,Juan Magán,"['synthesizer', 'drums']",0.119,0.0,2,1,126.048,-5.267,"Verano, el verano es azul. No matter where you are, en el Caribe en Europa... porque el verano es azul. You know how is Dovid! Come on!","['C', 'G', 'Am', 'F']","['G', 'D', 'Em', 'C']","[0, 7, 21, 5]","[7, 2, 16, 0]","[-2, 5, 19, 3]","[5, 0, 14, -2]","[7, 14, -16]","[-5, 14, -16]"
0bozYJjedwJwsvg7WWrWnX,Diez Mil Maneras,David Bisbal,"['guitar', 'drums']",0.0316,0.0,0,1,153.958,-4.642,(Uuuh...)  Si antes de correr  Olvidar y desaparecer  Antes de hablar ,"['C', 'G', 'Am', 'F']","['C', 'G', 'Am', 'F']","[0, 7, 21, 5]","[0, 7, 21, 5]","[0, 7, 21, 5]","[0, 7, 21, 5]","[7, 14, -16]","[7, 14, -16]"
0M6KY0x5u65ybXHZ3IAega,Qué Vida la Mía,Reik,"['guitar', 'piano']",0.0383,0.0,9,1,98.022,-4.507,"The theme of ""Qué Vida la Mía"" by Reik revolves around longing and the emotional turmoil of unrequited love. The lyrics express a deep yearning for connection and the bittersweet nature of memories that highlight the pain of unfulfilled desires.","['G', 'D', 'Em', 'C']","['G', 'D', 'C', 'G']","[7, 2, 16, 0]","[7, 2, 0, 7]","[-2, -7, 7, -9]","[-2, -7, -9, -2]","[-5, 14, -16]","[-5, -2, 7]"
7zHlWEOxOTYTVQltaM8go1,"4 """,Amaia Montero,"['piano', 'guitar']",0.0748,0.0,7,1,148.947,-3.803,"The song ""4"" by Amaia Montero explores themes of love and longing, capturing the emotions of reminiscing about a past relationship. It reflects on the complexities of love, nostalgia, and the desire for connection despite the passage of time.","['C', 'G', 'Am', 'F']","['F', 'C', 'G', 'Am']","[0, 7, 21, 5]","[5, 0, 7, 21]","[-7, 0, 14, -2]","[-2, -7, 0, 14]","[7, 14, -16]","[-5, 7, 14]"
